serial,term,reading,meaning,pos,source_scope,source_type,notes
739,逆様,さかさま,[名·形动] 颠倒，相反,名·形动,gaokao,moji_pdf,来源：MOJi辞書 - 高考大纲词汇 1~1000.pdf
739,向く,むく,[自他动·五段] 向，朝，对；倾向，趋向；适合，对路,自他动·五段,gaokao,moji_pdf,来源：MOJi辞書 - 高考大纲词汇 1001~2000.pdf
740,財布,さいふ,[名] 钱包，钱袋；腰包,名,gaokao,moji_pdf,来源：MOJi辞書 - 高考大纲词汇 1~1000.pdf
740,向き,むき,[名] 方向；适合；合乎；对路；认真；郑重其事『成』；倾向；趋向；人；人们,名,gaokao,moji_pdf,来源：MOJi辞書 - 高考大纲词汇 1001~2000.pdf
741,裁判,さいばん,[名·サ变] 裁判，审判，审理；裁断，评判；判断,名·サ变,gaokao,moji_pdf,来源：MOJi辞書 - 高考大纲词汇 1~1000.pdf
741,昔,むかし,[名·副词] 从前，很早以前，古时候，往昔，昔日，过去；十年,名·副词,gaokao,moji_pdf,来源：MOJi辞書 - 高考大纲词汇 1001~2000.pdf
742,材料,ざいりょう,[名] （制造物品的）材料，原料；素材；行情涨落的因素,名,gaokao,moji_pdf,来源：MOJi辞書 - 高考大纲词汇 1~1000.pdf
742,向ける,むける,[他动·一段] 向；派遣；归入，挪用；前往,他动·一段,gaokao,moji_pdf,来源：MOJi辞書 - 高考大纲词汇 1001~2000.pdf
743,逆さま,さかさま,[名·形动] 逆，倒，颠倒，相反,名·形动,gaokao,moji_pdf,来源：MOJi辞書 - 高考大纲词汇 1~1000.pdf
743,向こう,むこう,[名] 前面，正面，对面（前方）；正对面；另一侧，另一边；那边，那儿；对方； 从现在起，从今以后，今后,名,gaokao,moji_pdf,来源：MOJi辞書 - 高考大纲词汇 1001~2000.pdf
744,先,さき,[名·副词] 前头，最前部；物体的尖端。突出部分。；前方，前面，那面，往前 〔前方）；下文，接着后面的部分；前程；去处，目的地；对方,名·副词,gaokao,moji_pdf,来源：MOJi辞書 - 高考大纲词汇 1~1000.pdf
744,虫,むし,[名] 热衷于某一件事的人；虫，虫子，昆虫；蛔虫；害虫；蛆；抽风；疳积；心寄 宿于体内引起意识感情变化的思想；怒气，气愤；郁闷,名,gaokao,moji_pdf,来源：MOJi辞書 - 高考大纲词汇 1001~2000.pdf
745,盛ん,さかん,[形动] 热烈，热心积极；（气势）盛、旺盛；繁荣，昌盛，兴盛,形动,gaokao,moji_pdf,来源：MOJi辞書 - 高考大纲词汇 1~1000.pdf
745,難しい,むずかしい,[形] 难，难懂，费解，艰涩，晦涩；难办，难解决；（病）难以治好，不好治；麻 烦，复杂；心绪不好，不痛快，不高兴；爱挑剔，爱提意见，好抱怨；不好对付； 脾气别扭的人；难解决的，难达成一致的难备齐的,形,gaokao,moji_pdf,来源：MOJi辞書 - 高考大纲词汇 1001~2000.pdf
746,咲く,さく,[自动·五段] (花)开；变兴盛，变热闹,自动·五段,gaokao,moji_pdf,来源：MOJi辞書 - 高考大纲词汇 1~1000.pdf
746,息子,むすこ,[名] 儿子，男孩儿,名,gaokao,moji_pdf,来源：MOJi辞書 - 高考大纲词汇 1001~2000.pdf
747,下がる,さがる,[自动·五段] 下降；降落；降低。；垂下；垂；垂悬。；下降；降低；降价。；降 温。；（功能、本领）退步；衰退；下降；降低；后退。；推移时代；前进。；向 后倒；退后；退往；后退。；（从地位高的人的身旁）退出（下）。；放学下班自 学校、机关、工作单位等处回家。；（政府机关等）发给；发下。,自动·五段,gaokao,moji_pdf,来源：MOJi辞書 - 高考大纲词汇 1~1000.pdf
747,結ぶ,むすぶ,[他动·五段] 系，结；结合，系结，连结；建立关系；结合；结成；结盟；勾结； 缔结；结束；结尾；扎起来；绑起来,他动·五段,gaokao,moji_pdf,来源：MOJi辞書 - 高考大纲词汇 1001~2000.pdf
748,魚,さかな,[名] 鱼，鱼类，鱼肉；下酒菜,名,gaokao,moji_pdf,来源：MOJi辞書 - 高考大纲词汇 1~1000.pdf
748,蒸し暑い,むしあつい,[形] 闷热，热得像被蒸着似的,形,gaokao,moji_pdf,来源：MOJi辞書 - 高考大纲词汇 1001~2000.pdf
749,探す,さがす,[他动·五段] 查找，寻找，找搜索,他动·五段,gaokao,moji_pdf,来源：MOJi辞書 - 高考大纲词汇 1~1000.pdf
749,向かう,むかう,[自动·五段] 相对；面对着；朝着；对着；面向，相对（某人）；出门，前往； 往……去，朝……去；趋向，接近，临近；反抗，抗拒,自动·五段,gaokao,moji_pdf,来源：MOJi辞書 - 高考大纲词汇 1001~2000.pdf
750,作者,さくしゃ,[名] 作者，写作者，著者；创作者,名,gaokao,moji_pdf,来源：MOJi辞書 - 高考大纲词汇 1~1000.pdf
750,迎える,むかえる,[他动·一段] 迎，迎接；欢迎；接待；请，聘请，接；娶；招；迎合；迎击，应 战，对敌；来到，遇到,他动·一段,gaokao,moji_pdf,来源：MOJi辞書 - 高考大纲词汇 1001~2000.pdf
751,指す,さす,[他动·五段] 指名，点名；（用手、箭头等）指；指向，朝向，朝着；指代；下将 棋,他动·五段,gaokao,moji_pdf,来源：MOJi辞書 - 高考大纲词汇 1~1000.pdf
751,麦,むぎ,[名] 麦，麦子，小麦,名,gaokao,moji_pdf,来源：MOJi辞書 - 高考大纲词汇 1001~2000.pdf
752,刺す,さす,[他动·五段] 刺，扎，穿；螫『書』，虫蜇；（蚊子）咬，叮；粘捉，粘捕；缝 缀；（用篙）撑船；（眼、鼻、舌等受到）强烈刺激；（棒球中）触杀使跑垒手出 局,他动·五段,gaokao,moji_pdf,来源：MOJi辞書 - 高考大纲词汇 1~1000.pdf
752,娘,むすめ,[名] 女儿，闺女，女孩子；姑娘，少女,名,gaokao,moji_pdf,来源：MOJi辞書 - 高考大纲词汇 1001~2000.pdf
753,下げる,さげる,[他动·一段] 降低，降下；放低；吊；悬；挂；佩带提，挎；后退，使后退，向后 移动；撤下，收拾,他动·一段,gaokao,moji_pdf,来源：MOJi辞書 - 高考大纲词汇 1~1000.pdf
753,無駄,むだ,[形动] 徒劳，无用，无益，白搭；浪费，白费,形动,gaokao,moji_pdf,来源：MOJi辞書 - 高考大纲词汇 1001~2000.pdf
754,桜,さくら,[名] 樱花色，淡红色；〈植〉樱花；樱花树；马肉；托儿,名,gaokao,moji_pdf,来源：MOJi辞書 - 高考大纲词汇 1~1000.pdf
754,胸,むね,"[名] 胸，胸部，胸膛，胸脯；心,心脏；心里，内心，心胸；女性的乳房",名,gaokao,moji_pdf,来源：MOJi辞書 - 高考大纲词汇 1001~2000.pdf
755,支える,ささえる,[他动·一段] 支，支撑；支持维持；阻止防止,他动·一段,gaokao,moji_pdf,来源：MOJi辞書 - 高考大纲词汇 1~1000.pdf
755,村,むら,[名] 村落，村子，村庄，乡村；村,名,gaokao,moji_pdf,来源：MOJi辞書 - 高考大纲词汇 1001~2000.pdf
756,酒,さけ,[名] 清酒；酒，酒的总称；饮酒,名,gaokao,moji_pdf,来源：MOJi辞書 - 高考大纲词汇 1~1000.pdf
756,紫,むらさき,[名] 紫，紫色；紫丁香；（药用）紫草；酱油（的别称）,名,gaokao,moji_pdf,来源：MOJi辞書 - 高考大纲词汇 1001~2000.pdf
757,避ける,さける,[他动·一段] 避，避开；躲避；逃避；躲避；避开,他动·一段,gaokao,moji_pdf,来源：MOJi辞書 - 高考大纲词汇 1~1000.pdf
757,無理,むり,[名·形动] 无理，不讲理，不合理；难以办到勉强不合适；强制硬要硬逼强迫；过 分过度，不量力,名·形动,gaokao,moji_pdf,来源：MOJi辞書 - 高考大纲词汇 1001~2000.pdf
758,叫ぶ,さけぶ,[自他动·五段] 大声喊叫，呼喊；向社会呼吁，主张,自他动·五段,gaokao,moji_pdf,来源：MOJi辞書 - 高考大纲词汇 1~1000.pdf
758,無料,むりょう,[名] 无偿；不要钱，免费；不要报酬,名,gaokao,moji_pdf,来源：MOJi辞書 - 高考大纲词汇 1001~2000.pdf
759,作品,さくひん,[名] 作品，创作，著作，艺术制品,名,gaokao,moji_pdf,来源：MOJi辞書 - 高考大纲词汇 1~1000.pdf
759,皆,みんな,[名·副词] 全体，大家；全，都，皆，一切,名·副词,gaokao,moji_pdf,来源：MOJi辞書 - 高考大纲词汇 1001~2000.pdf
760,作文,さくぶん,[名·サ变] 作文，（写）文章亦指其文章；空作文章，空谈阔论，官样文章只有文 章上的概括总结，没有实质的东西；作文日本国语教育的一个科目，第二次世界大 战前在小学称为“綴り方”,名·サ变,gaokao,moji_pdf,来源：MOJi辞書 - 高考大纲词汇 1~1000.pdf
760,ミルク,みるく,[名] （milk）牛乳，牛奶；奶粉；炼乳,名,gaokao,moji_pdf,来源：MOJi辞書 - 高考大纲词汇 1001~2000.pdf
761,さっき,さっき,[名·副词] 刚才，方才先前稍前的一些时候,名·副词,gaokao,moji_pdf,来源：MOJi辞書 - 高考大纲词汇 1~1000.pdf
761,見る,みる,[他动·一段] 看，瞧，观看；查看，观察；试试看；照顾；体验；呈某种状态,他动·一段,gaokao,moji_pdf,来源：MOJi辞書 - 高考大纲词汇 1001~2000.pdf
762,サッカー,さっかー,[名] soccer足球,名,gaokao,moji_pdf,来源：MOJi辞書 - 高考大纲词汇 1~1000.pdf
762,見舞い,みまい,[名] 慰问，问候,名,gaokao,moji_pdf,来源：MOJi辞書 - 高考大纲词汇 1001~2000.pdf
763,誘う,さそう,[他动·五段] 约，劝诱，邀请；促使，引发，引起，引诱，诱惑,他动·五段,gaokao,moji_pdf,来源：MOJi辞書 - 高考大纲词汇 1~1000.pdf
763,耳,みみ,[名] 耳，耳朵；听觉，听力；（器物的）耳状物；（东西的）边，缘,名,gaokao,moji_pdf,来源：MOJi辞書 - 高考大纲词汇 1001~2000.pdf
764,札,さつ,[名] 纸币，钞票；票子；牌子,名,gaokao,moji_pdf,来源：MOJi辞書 - 高考大纲词汇 1~1000.pdf
764,未来,みらい,[名] 未来，将来；〈佛〉来生，来世；<语法>将来,名,gaokao,moji_pdf,来源：MOJi辞書 - 高考大纲词汇 1001~2000.pdf
765,差し上げる,さしあげる,[他动·一段] 举，举起；（「上げる」「やる」「与える」的自谦语）敬献，呈 送；（补助动词「～て差し上げる」）给您…,他动·一段,gaokao,moji_pdf,来源：MOJi辞書 - 高考大纲词汇 1~1000.pdf
765,民俗,みんぞく,[名] 民俗，民间风俗,名,gaokao,moji_pdf,来源：MOJi辞書 - 高考大纲词汇 1001~2000.pdf
766,雑誌,ざっし,[名] 杂志；期刊,名,gaokao,moji_pdf,来源：MOJi辞書 - 高考大纲词汇 1~1000.pdf
766,見事,みごと,[副词·形动] 美丽，好看；漂亮，卓越，地道，精彩，巧妙；完全，彻底,副词·形动,gaokao,moji_pdf,来源：MOJi辞書 - 高考大纲词汇 1001~2000.pdf
767,作曲家,さっきょくか,[名] 作曲家,名,gaokao,moji_pdf,来源：MOJi辞書 - 高考大纲词汇 1~1000.pdf
767,磨く,みがく,[他动·五段] 刷（净），擦（亮），磨（光）；琢磨；推敲；锻炼，磨练，钻研； 使干净漂亮；装饰，打扮,他动·五段,gaokao,moji_pdf,来源：MOJi辞書 - 高考大纲词汇 1001~2000.pdf
768,さて,さて,[接续] 表示要采取某种动作时。；〔用于接着前面的话题谈下去。〕然后，那么， 就这样，于是。；一旦，果真。一到那个时候就....；表示敬佩或为难。；（用于 结束前面的话并转入新的话题。）那么，就，却说，且说。,接续,gaokao,moji_pdf,来源：MOJi辞書 - 高考大纲词汇 1~1000.pdf
768,ミカン,みかん,[名] 橘子，柑橘，八朔日本原产柑橘,名,gaokao,moji_pdf,来源：MOJi辞書 - 高考大纲词汇 1001~2000.pdf
769,さっぱり,さっぱり,[名·副词·自动·サ变] 清淡，爽口，不油腻；爽快，痛快；整洁，利落；潇洒； 直爽，坦率；淡泊；不好，糟糕；完全，全部，彻底；精光，什么都没留下,名·副词·自动·サ变,gaokao,moji_pdf,来源：MOJi辞書 - 高考大纲词汇 1~1000.pdf
769,右,みぎ,[名] 右，右边，右方；上文，前文；胜过的，比……强的；右倾，偏右,名,gaokao,moji_pdf,来源：MOJi辞書 - 高考大纲词汇 1001~2000.pdf
770,様様,さまざま,[名·形动] 种种；各种各样；形形色色,名·形动,gaokao,moji_pdf,来源：MOJi辞書 - 高考大纲词汇 1~1000.pdf
770,短い,みじかい,[形] 见识、目光等短浅；短少；短，近，小；低，矮；性急的，急性子的,形,gaokao,moji_pdf,来源：MOJi辞書 - 高考大纲词汇 1001~2000.pdf
771,～様,さま,[接尾] 样子，景况，状态，情况，情形；姿势，姿态，形状；…同志；…先生；… 女士；动词后缀,接尾,gaokao,moji_pdf,来源：MOJi辞書 - 高考大纲词汇 1~1000.pdf
771,水,みず,[名] 水；(摔跤长时间不分胜负时)暂时休息；凉水，冷水；洪水,名,gaokao,moji_pdf,来源：MOJi辞書 - 高考大纲词汇 1001~2000.pdf
772,早速,さっそく,[副词] 立刻，马上；迅速，火速；赶紧,副词,gaokao,moji_pdf,来源：MOJi辞書 - 高考大纲词汇 1~1000.pdf
772,見込み,みこみ,[名] 希望；可能性；预料，估计，预定；碗或钵里面中央的部分；深度，留量建筑 构件的进深,名,gaokao,moji_pdf,来源：MOJi辞書 - 高考大纲词汇 1001~2000.pdf
773,寂しい,さびしい,[形] 寂寞，孤寂，孤单，凄凉，孤苦，无聊；荒凉，凄寂，冷清，空寂；觉得不满 足，空虚,形,gaokao,moji_pdf,来源：MOJi辞書 - 高考大纲词汇 1~1000.pdf
773,味方,みかた,"[名·サ变] 我（方），自己这一方；同伙，伙伴，朋友；参加〔袒护,拥护〕…… 一方",名·サ变,gaokao,moji_pdf,来源：MOJi辞書 - 高考大纲词汇 1001~2000.pdf
774,砂糖,さとう,[名] 白糖，砂糖以蔗糖为主要成分的代表性甜味作料从甘蔗、甜菜等中提炼出来、 易溶于水的白色结晶颗粒；“糖”有“砂糖”和“糖果”两种意思，“我要吃 糖”、“我放一个糖”等要根据具体情况具体分析。,名,gaokao,moji_pdf,来源：MOJi辞書 - 高考大纲词汇 1~1000.pdf
774,店,みせ,[名] 商店店铺；格子门状的房间,名,gaokao,moji_pdf,来源：MOJi辞書 - 高考大纲词汇 1001~2000.pdf
775,寒い,さむい,[形] 冷，寒冷；寒碜，简陋，破旧，穷气,形,gaokao,moji_pdf,来源：MOJi辞書 - 高考大纲词汇 1~1000.pdf
775,見送る,みおくる,[他动·五段] 目送；送行，送别；送[到某处]；观望；放过；搁置；暂缓考虑；养 老送终；送葬,他动·五段,gaokao,moji_pdf,来源：MOJi辞書 - 高考大纲词汇 1001~2000.pdf
776,覚める,さめる,[自动·一段] 〔从睡眠中〕醒，醒过来；〔从迷惑中〕觉醒，醒悟，清醒；〔从醉 酒中〕醒,自动·一段,gaokao,moji_pdf,来源：MOJi辞書 - 高考大纲词汇 1~1000.pdf
776,見下ろす,みおろす,[他动·五段] 俯视，往下看；小看，瞧〔看〕不起；轻视，蔑视,他动·五段,gaokao,moji_pdf,来源：MOJi辞書 - 高考大纲词汇 1001~2000.pdf
777,去る,さる,[自他动·五段] 离去，离开；过去，经过；结束，消失；距离，去；（下接日期） 表示刚过去的,自他动·五段,gaokao,moji_pdf,来源：MOJi辞書 - 高考大纲词汇 1~1000.pdf
777,湖,みずうみ,[名] 湖，湖水,名,gaokao,moji_pdf,来源：MOJi辞書 - 高考大纲词汇 1001~2000.pdf
778,サラダ,さらだ,[名] salad 色拉，沙拉，凉拌菜,名,gaokao,moji_pdf,来源：MOJi辞書 - 高考大纲词汇 1~1000.pdf
778,道,みち,[名] 道路；道；道义；道德；方法，手段［技巧］手法；路程,名,gaokao,moji_pdf,来源：MOJi辞書 - 高考大纲词汇 1001~2000.pdf
779,爽やか,さわやか,[形动] ［天气］清爽，爽朗；［心情］爽快；［口齿］爽利；清楚，［嗓音］嘹 亮，鲜明,形动,gaokao,moji_pdf,来源：MOJi辞書 - 高考大纲词汇 1~1000.pdf
779,見つける,みつける,[他动·一段] 看到，找到，发现；看惯；眼熟,他动·一段,gaokao,moji_pdf,来源：MOJi辞書 - 高考大纲词汇 1001~2000.pdf
780,騒がしい,さわがしい,[形] 吵闹，嘈杂；喧吵；（世间）骚然，不稳；议论纷纷；议论纷纷,形,gaokao,moji_pdf,来源：MOJi辞書 - 高考大纲词汇 1~1000.pdf
780,見つかる,みつかる,[自动·五段] 被看到，被发现；能找出，找到,自动·五段,gaokao,moji_pdf,来源：MOJi辞書 - 高考大纲词汇 1001~2000.pdf
781,騒ぐ,さわぐ,[自动·五段] 吵，吵闹；吵嚷；骚动，骚乱，闹事，显出不稳；慌张，着忙，不 安；激动，兴奋不安；极力称赞；哄嚷；吹捧,自动·五段,gaokao,moji_pdf,来源：MOJi辞書 - 高考大纲词汇 1~1000.pdf
781,認める,みとめる,[他动·一段] 看见，看到；认识，赏识，重视；承认；断定，认为；准许，同意,他动·一段,gaokao,moji_pdf,来源：MOJi辞書 - 高考大纲词汇 1001~2000.pdf
782,皿,さら,[名] 碟子；盘子；盘形物；碟，盘；道,名,gaokao,moji_pdf,来源：MOJi辞書 - 高考大纲词汇 1~1000.pdf
782,見せる,みせる,[他动·一段] 给……看；让……看；表示，显示；装做...样给人看假装；使……见 识；使……尝受；表意志的……；给……看；让看病,他动·一段,gaokao,moji_pdf,来源：MOJi辞書 - 高考大纲词汇 1001~2000.pdf
783,猿,さる,[名] 猴子，猿猴人类以外的属灵长目动物的总称，面部毛少，手指发达，智力较高 狭义上指日本猴；猴子似的人，有鬼聪明的人只会模仿别人的人；插销，钩扣,名,gaokao,moji_pdf,来源：MOJi辞書 - 高考大纲词汇 1~1000.pdf
783,見える,みえる,[自动·一段] 看见，看得见，能看见；好象是，看起来是，似乎；看来，看起来； 看（得）到，找到；来；光临,自动·一段,gaokao,moji_pdf,来源：MOJi辞書 - 高考大纲词汇 1001~2000.pdf
784,サンドイッチ,さんどいっち,[名] sandwich 三明治，夹心面包,名,gaokao,moji_pdf,来源：MOJi辞書 - 高考大纲词汇 1~1000.pdf
784,みそ汁,みそしる,[名] 酱汤，味增汤,名,gaokao,moji_pdf,来源：MOJi辞書 - 高考大纲词汇 1001~2000.pdf
785,サンダル,さんだる,[名] 草鞋式的皮鞋；凉鞋；拖鞋,名,gaokao,moji_pdf,来源：MOJi辞書 - 高考大纲词汇 1~1000.pdf
785,身,み,"[名] 身，身体，身子『口』；自己,自身",名,gaokao,moji_pdf,来源：MOJi辞書 - 高考大纲词汇 1001~2000.pdf
786,さん,さん,[接尾] ……先生，女士，同志，小，老；敬语,接尾,gaokao,moji_pdf,来源：MOJi辞書 - 高考大纲词汇 1~1000.pdf
786,実,み,[名] 果实;水果；种子；汤里的青菜〔肉〕；内容；成功;实现,名,gaokao,moji_pdf,来源：MOJi辞書 - 高考大纲词汇 1001~2000.pdf
787,触る,さわる,[自动·五段] （用手等）触；碰；摸；接触；触怒，触犯；参与,自动·五段,gaokao,moji_pdf,来源：MOJi辞書 - 高考大纲词汇 1~1000.pdf
787,緑,みどり,[名] 绿色，翠绿；翠绿树的嫩芽；松树的嫩叶,名,gaokao,moji_pdf,来源：MOJi辞書 - 高考大纲词汇 1001~2000.pdf
788,散歩,さん ぽ,[名·自动·サ变] 散步，随便走走,名·自动·サ变,gaokao,moji_pdf,来源：MOJi辞書 - 高考大纲词汇 1~1000.pdf
788,皆,みな,[名·副词] 全体，大家，诸位；全部，都，皆，一切,名·副词,gaokao,moji_pdf,来源：MOJi辞書 - 高考大纲词汇 1001~2000.pdf
789,残念,ざんねん,[形动] 遗憾，可惜，对不起，抱歉。；懊悔，悔恨，懊恼。,形动,gaokao,moji_pdf,来源：MOJi辞書 - 高考大纲词汇 1~1000.pdf
789,皆さん,みなさん,[] 大家，诸位，各位先生们，女士们，同志们，朋友们，青年同志们，小朋友们， 老同志们,,gaokao,moji_pdf,来源：MOJi辞書 - 高考大纲词汇 1001~2000.pdf
790,残業,ざんぎょう,[名·自动·サ变] 加班,名·自动·サ变,gaokao,moji_pdf,来源：MOJi辞書 - 高考大纲词汇 1~1000.pdf
790,港,みなと,[名] 港，港口；码头,名,gaokao,moji_pdf,来源：MOJi辞書 - 高考大纲词汇 1001~2000.pdf
791,産業,さんぎょう,[名] 产业，生产事业，实业，工商等企业，工业,名,gaokao,moji_pdf,来源：MOJi辞書 - 高考大纲词汇 1~1000.pdf
791,南,みなみ,[名] 南方；南风,名,gaokao,moji_pdf,来源：MOJi辞書 - 高考大纲词汇 1001~2000.pdf
792,参加,さんか,[名·自动·サ变] 参加；加入（团体或组织）,名·自动·サ变,gaokao,moji_pdf,来源：MOJi辞書 - 高考大纲词汇 1~1000.pdf
792,身分,みぶん,[名] 身份，社会地位；境遇,名,gaokao,moji_pdf,来源：MOJi辞書 - 高考大纲词汇 1001~2000.pdf
793,三角,さんかく,[名·形动] 三角形,名·形动,gaokao,moji_pdf,来源：MOJi辞書 - 高考大纲词汇 1~1000.pdf
793,纏める,まとめる,[他动·一段] 集中，归纳；完结，解决；做成，完成,他动·一段,gaokao,moji_pdf,来源：MOJi辞書 - 高考大纲词汇 1001~2000.pdf
794,参考,さんこう,[名] 参考；借鉴,名,gaokao,moji_pdf,来源：MOJi辞書 - 高考大纲词汇 1~1000.pdf
794,纏まる,まとまる,[自动·五段] 解决，妥，谈妥；凑齐，凑在一起；归纳起来，概括起来，有条理， 有系统；齐心；统一，一致,自动·五段,gaokao,moji_pdf,来源：MOJi辞書 - 高考大纲词汇 1001~2000.pdf
795,賛成,さんせい,[名·サ变] 赞成，赞同；同意；赞成，赞同；同意,名·サ变,gaokao,moji_pdf,来源：MOJi辞書 - 高考大纲词汇 1~1000.pdf
795,全く,まったく,[副词] 完全，全然；实在，真；简直,副词,gaokao,moji_pdf,来源：MOJi辞書 - 高考大纲词汇 1001~2000.pdf
796,シーズン,しーずん,[名] season 季节；旺季,名,gaokao,moji_pdf,来源：MOJi辞書 - 高考大纲词汇 1~1000.pdf
796,真っ直ぐ,まっすぐ,[名·形动] 直，笔直；直接，径直；正直，耿直，坦率，直率,名·形动,gaokao,moji_pdf,来源：MOJi辞書 - 高考大纲词汇 1001~2000.pdf
797,幸せ,しあわせ,[名·形动] 运气，侥幸；幸福，幸运；过于天真，过于乐观,名·形动,gaokao,moji_pdf,来源：MOJi辞書 - 高考大纲词汇 1~1000.pdf
797,マッチ,まっち,[名·自动·サ变] （match）火柴，洋火『口』；比赛，竞赛；调和，适称，相 称；般配，谐调,名·自动·サ变,gaokao,moji_pdf,来源：MOJi辞書 - 高考大纲词汇 1001~2000.pdf
798,試合,しあい,[名·サ变] （武艺、体育等的）比赛,名·サ变,gaokao,moji_pdf,来源：MOJi辞書 - 高考大纲词汇 1~1000.pdf
798,～まま,～まま,[文法] 仍旧、老样子、一如原样、原封未动,文法,gaokao,moji_pdf,来源：MOJi辞書 - 高考大纲词汇 1001~2000.pdf
799,時,じ,[名·副词] 时间，时候；时,名·副词,gaokao,moji_pdf,来源：MOJi辞書 - 高考大纲词汇 1~1000.pdf
799,儘,まま,[名·副词] 原封不动『成』；仍旧，照旧；如实；随心所欲『成』；信，任意；如 愿，如意,名·副词,gaokao,moji_pdf,来源：MOJi辞書 - 高考大纲词汇 1001~2000.pdf
800,字,じ,[名] 字，文字；字体，笔迹；汉语中的“字”还有“书体”“书法作品”“语 言”的意思,名,gaokao,moji_pdf,来源：MOJi辞書 - 高考大纲词汇 1~1000.pdf
800,マナー,まなー,[名] manner(s)礼貌；规矩符合礼仪的举止和态度,名,gaokao,moji_pdf,来源：MOJi辞書 - 高考大纲词汇 1001~2000.pdf
801,詩,し,[名] 诗，诗歌文学体裁之一，通过与有一定韵律等的语言凝练地抒发美的激情，近 代盛行自由诗和散文诗；诗比喻能够动人心弦、陶冶情操的作品，亦指具有诗趣的 意境；（与和歌、俳句相对而言）汉诗,名,gaokao,moji_pdf,来源：MOJi辞書 - 高考大纲词汇 1~1000.pdf
801,マフラー,まふらー,[名] muffler围巾；消声器，减音器,名,gaokao,moji_pdf,来源：MOJi辞書 - 高考大纲词汇 1001~2000.pdf
802,市,し,[名] 城市，都市；（表示行政区域）……市,名,gaokao,moji_pdf,来源：MOJi辞書 - 高考大纲词汇 1~1000.pdf
802,窓,まど,[名] 为了采光、换气或展望等，在墙壁或天棚上所设的开口；窗户；窗子；连接内 外之物；窗,名,gaokao,moji_pdf,来源：MOJi辞書 - 高考大纲词汇 1001~2000.pdf
803,然も,しかも,"[接续] 而,而且,并且.；而,但,却.",接续,gaokao,moji_pdf,来源：MOJi辞書 - 高考大纲词汇 1~1000.pdf
803,招く,まねく,[他动·五段] 招待，宴请，招聘，聘请；招，招呼；招致，惹,他动·五段,gaokao,moji_pdf,来源：MOJi辞書 - 高考大纲词汇 1001~2000.pdf
804,叱る,しかる,[他动·五段] 责备，批评；训斥，责骂,他动·五段,gaokao,moji_pdf,来源：MOJi辞書 - 高考大纲词汇 1~1000.pdf
804,間もなく,まもなく,[副词] 没过多少时间的样子，不久，不多时，不大工夫，不一会儿，一会儿,副词,gaokao,moji_pdf,来源：MOJi辞書 - 高考大纲词汇 1001~2000.pdf
805,仕方,しかた,[名] 做法，做的方法；办法；手势，动作,名,gaokao,moji_pdf,来源：MOJi辞書 - 高考大纲词汇 1~1000.pdf
805,豆,まめ,[名] 豆子，豆类；大豆，黄豆；腰子，肾；小的，小型的,名,gaokao,moji_pdf,来源：MOJi辞書 - 高考大纲词汇 1001~2000.pdf
806,然し,しかし,[接续] 然而，可是,接续,gaokao,moji_pdf,来源：MOJi辞書 - 高考大纲词汇 1~1000.pdf
806,祭り,まつり,[名] 祭祀，祭日；节日,名,gaokao,moji_pdf,来源：MOJi辞書 - 高考大纲词汇 1001~2000.pdf
807,資格,しかく,[名] 资格；身份；资格,名,gaokao,moji_pdf,来源：MOJi辞書 - 高考大纲词汇 1~1000.pdf
807,間に合う,まにあう,[自动·五段] 赶得上，来得及；有用，顶用，起作用；够用，过得去，能对付；在 期限之前做好万全的准备,自动·五段,gaokao,moji_pdf,来源：MOJi辞書 - 高考大纲词汇 1001~2000.pdf
808,シーディー,しーでぃー,[名] Compact Disc光盘,名,gaokao,moji_pdf,来源：MOJi辞書 - 高考大纲词汇 1~1000.pdf
808,丸で,まるで,[副词] 简直，好像，宛如，仿佛；（后接否定）完全，全然,副词,gaokao,moji_pdf,来源：MOJi辞書 - 高考大纲词汇 1001~2000.pdf
809,塩,しお,[名] 食盐；咸度,名,gaokao,moji_pdf,来源：MOJi辞書 - 高考大纲词汇 1~1000.pdf
809,まるで,まるで,"[副词] 好像，就像……一样,宛如；仿佛。；完全，全然；简直。",副词,gaokao,moji_pdf,来源：MOJi辞書 - 高考大纲词汇 1001~2000.pdf
810,茂る,しげる,[自动·五段] （草木）繁茂,自动·五段,gaokao,moji_pdf,来源：MOJi辞書 - 高考大纲词汇 1~1000.pdf
810,マンション,まんしょん,[名] [英]mansion高级公寓,名,gaokao,moji_pdf,来源：MOJi辞書 - 高考大纲词汇 1001~2000.pdf
811,敷く,しく,[他动·五段] 铺上一层；铺满；落满；弘布，传播很广；铺，垫上；铺上一层，撒 上一层；压制，欺压；压制，按在下面；布；发布；施行；铺设,他动·五段,gaokao,moji_pdf,来源：MOJi辞書 - 高考大纲词汇 1~1000.pdf
811,回す,まわす,[他动·五段] 转，转动；围上，围绕；依次传递；转送派遣；使……遍及各处；投 资运用金钱获利；(接词连用形后)表示遍及四周,他动·五段,gaokao,moji_pdf,来源：MOJi辞書 - 高考大纲词汇 1001~2000.pdf
812,時間,じかん,[名] 时间，工夫〔功夫〕；课时,名,gaokao,moji_pdf,来源：MOJi辞書 - 高考大纲词汇 1~1000.pdf
