term,reading,meaning,pos,source_scope,source_type,difficulty,notes
活力,かつりょく,,,cjt4,official_syllabus_2023,4,官方大学日语大纲词汇表；发展目标词汇
gasoline,ガソリン,,,cjt4,official_syllabus_2023,2,官方大学日语大纲词汇表；* 为四/六级1-4级重点词汇
過程,かてい,,,cjt4,official_syllabus_2023,4,官方大学日语大纲词汇表；发展目标词汇
gasoline stand,ガソリンスタンド,,,cjt4,official_syllabus_2023,2,官方大学日语大纲词汇表；* 为四/六级1-4级重点词汇
家庭,かてい,,,cjt4,official_syllabus_2023,2,官方大学日语大纲词汇表；* 为四/六级1-4级重点词汇
方,かた,,,cjt4,official_syllabus_2023,2,官方大学日语大纲词汇表；* 为四/六级1-4级重点词汇
仮定,かてい,,,cjt4,official_syllabus_2023,4,官方大学日语大纲词汇表；发展目标词汇
肩,かた,,,cjt4,official_syllabus_2023,2,官方大学日语大纲词汇表；* 为四/六级1-4级重点词汇
課程,かてい,,,cjt4,official_syllabus_2023,4,官方大学日语大纲词汇表；发展目标词汇
型,かた,,,cjt4,official_syllabus_2023,4,官方大学日语大纲词汇表；发展目标词汇
角,かど,,,cjt4,official_syllabus_2023,2,官方大学日语大纲词汇表；* 为四/六级1-4级重点词汇
固,かたい,,,cjt4,official_syllabus_2023,2,官方大学日语大纲词汇表；* 为四/六级1-4级重点词汇
仮名,かな,,,cjt4,official_syllabus_2023,2,官方大学日语大纲词汇表；* 为四/六级1-4级重点词汇
方々,かたがた,,,cjt4,official_syllabus_2023,4,官方大学日语大纲词汇表；发展目标词汇
家内,かない,,,cjt4,official_syllabus_2023,2,官方大学日语大纲词汇表；* 为四/六级1-4级重点词汇
片仮名,かたかな,,,cjt4,official_syllabus_2023,2,官方大学日语大纲词汇表；* 为四/六级1-4级重点词汇
悲しい,かなしい,,,cjt4,official_syllabus_2023,2,官方大学日语大纲词汇表；* 为四/六级1-4级重点词汇
悲しむ,かなしむ,,,cjt4,official_syllabus_2023,4,官方大学日语大纲词汇表；发展目标词汇
からかう,からかう,,,cjt4,official_syllabus_2023,4,官方大学日语大纲词汇表；发展目标词汇
仮名遣い,かなづかい,,,cjt4,official_syllabus_2023,4,官方大学日语大纲词汇表；发展目标词汇
荷 glas,ガラス,,,cjt4,official_syllabus_2023,2,官方大学日语大纲词汇表；* 为四/六级1-4级重点词汇
必ず,かならず,,,cjt4,official_syllabus_2023,2,官方大学日语大纲词汇表；* 为四/六级1-4级重点词汇
体,からだ,,,cjt4,official_syllabus_2023,2,官方大学日语大纲词汇表；* 为四/六级1-4级重点词汇
必ずしも,かならずしも,,,cjt4,official_syllabus_2023,4,官方大学日语大纲词汇表；发展目标词汇
空っぽ,からっぽ,,,cjt4,official_syllabus_2023,4,官方大学日语大纲词汇表；发展目标词汇
かなり,かなり,,,cjt4,official_syllabus_2023,2,官方大学日语大纲词汇表；* 为四/六级1-4级重点词汇
仮に,かりに,,,cjt4,official_syllabus_2023,4,官方大学日语大纲词汇表；发展目标词汇
鐘,かね,,,cjt4,official_syllabus_2023,4,官方大学日语大纲词汇表；发展目标词汇
借りる,かりる,,,cjt4,official_syllabus_2023,2,官方大学日语大纲词汇表；* 为四/六级1-4级重点词汇
金持ち,かねもち,,,cjt4,official_syllabus_2023,2,官方大学日语大纲词汇表；* 为四/六级1-4级重点词汇
軽い,かるい,,,cjt4,official_syllabus_2023,2,官方大学日语大纲词汇表；* 为四/六级1-4级重点词汇
兼ねる,かねる,,,cjt4,official_syllabus_2023,4,官方大学日语大纲词汇表；发展目标词汇
歌留多,かるた,,,cjt4,official_syllabus_2023,4,官方大学日语大纲词汇表；发展目标词汇
可能,かのう,,,cjt4,official_syllabus_2023,2,官方大学日语大纲词汇表；* 为四/六级1-4级重点词汇
彼,かれ,,,cjt4,official_syllabus_2023,2,官方大学日语大纲词汇表；* 为四/六级1-4级重点词汇
彼女,かのじょ,,,cjt4,official_syllabus_2023,2,官方大学日语大纲词汇表；* 为四/六级1-4级重点词汇
curry and rice,カレーライス,,,cjt4,official_syllabus_2023,2,官方大学日语大纲词汇表；* 为四/六级1-4级重点词汇
cover,カバー,,,cjt4,official_syllabus_2023,4,官方大学日语大纲词汇表；发展目标词汇
彼ら,かれら,,,cjt4,official_syllabus_2023,2,官方大学日语大纲词汇表；* 为四/六级1-4级重点词汇
鞄,かばん,,,cjt4,official_syllabus_2023,2,官方大学日语大纲词汇表；* 为四/六级1-4级重点词汇
枯れる,かれる,,,cjt4,official_syllabus_2023,4,官方大学日语大纲词汇表；发展目标词汇
過半数,かはんすう,,,cjt4,official_syllabus_2023,4,官方大学日语大纲词汇表；发展目标词汇
calendar,カレンダー,,,cjt4,official_syllabus_2023,2,官方大学日语大纲词汇表；* 为四/六级1-4级重点词汇
徽,かび,,,cjt4,official_syllabus_2023,4,官方大学日语大纲词汇表；发展目标词汇
過労,かろう,,,cjt4,official_syllabus_2023,4,官方大学日语大纲词汇表；发展目标词汇
花瓶,かびん,,,cjt4,official_syllabus_2023,2,官方大学日语大纲词汇表；* 为四/六级1-4级重点词汇
法 calorie,カロリー,,,cjt4,official_syllabus_2023,4,官方大学日语大纲词汇表；发展目标词汇
株,かぶ,,,cjt4,official_syllabus_2023,2,官方大学日语大纲词汇表；* 为四/六级1-4级重点词汇
川,かわ,,,cjt4,official_syllabus_2023,2,官方大学日语大纲词汇表；* 为四/六级1-4级重点词汇
株式,かぶしき,,,cjt4,official_syllabus_2023,4,官方大学日语大纲词汇表；发展目标词汇
革,かわ,,,cjt4,official_syllabus_2023,2,官方大学日语大纲词汇表；* 为四/六级1-4级重点词汇
被せる,かぶせる,,,cjt4,official_syllabus_2023,4,官方大学日语大纲词汇表；发展目标词汇
可愛い,かわいい,,,cjt4,official_syllabus_2023,2,官方大学日语大纲词汇表；* 为四/六级1-4级重点词汇
被る,かぶる,,,cjt4,official_syllabus_2023,2,官方大学日语大纲词汇表；* 为四/六级1-4级重点词汇
可愛がる,かわいがる,,,cjt4,official_syllabus_2023,4,官方大学日语大纲词汇表；发展目标词汇
壁,かべ,,,cjt4,official_syllabus_2023,2,官方大学日语大纲词汇表；* 为四/六级1-4级重点词汇
可哀相,かわいそう,,,cjt4,official_syllabus_2023,2,官方大学日语大纲词汇表；* 为四/六级1-4级重点词汇
構う,かまう,,,cjt4,official_syllabus_2023,2,官方大学日语大纲词汇表；* 为四/六级1-4级重点词汇
可愛らしい,かわいらしい,,,cjt4,official_syllabus_2023,4,官方大学日语大纲词汇表；发展目标词汇
我慢,がまん,,,cjt4,official_syllabus_2023,2,官方大学日语大纲词汇表；* 为四/六级1-4级重点词汇
乾かす,かわかす,,,cjt4,official_syllabus_2023,4,官方大学日语大纲词汇表；发展目标词汇
紙,かみ,,,cjt4,official_syllabus_2023,2,官方大学日语大纲词汇表；* 为四/六级1-4级重点词汇
乾く,かわく,,,cjt4,official_syllabus_2023,2,官方大学日语大纲词汇表；* 为四/六级1-4级重点词汇
髪,かみ,,,cjt4,official_syllabus_2023,2,官方大学日语大纲词汇表；* 为四/六级1-4级重点词汇
為替,かわせ,,,cjt4,official_syllabus_2023,4,官方大学日语大纲词汇表；发展目标词汇
神,かみ,,,cjt4,official_syllabus_2023,2,官方大学日语大纲词汇表；* 为四/六级1-4级重点词汇
瓦,かわら,,,cjt4,official_syllabus_2023,4,官方大学日语大纲词汇表；发展目标词汇
紙屑,かみくず,,,cjt4,official_syllabus_2023,4,官方大学日语大纲词汇表；发展目标词汇
代わり（に）,かわり（に）,,,cjt4,official_syllabus_2023,2,官方大学日语大纲词汇表；* 为四/六级1-4级重点词汇
神様,かみさま,,,cjt4,official_syllabus_2023,4,官方大学日语大纲词汇表；发展目标词汇
変わる,かわる,,,cjt4,official_syllabus_2023,2,官方大学日语大纲词汇表；* 为四/六级1-4级重点词汇
剃刀,かみそり,,,cjt4,official_syllabus_2023,4,官方大学日语大纲词汇表；发展目标词汇
代わる,かわる,,,cjt4,official_syllabus_2023,2,官方大学日语大纲词汇表；* 为四/六级1-4级重点词汇
雷,かみなり,,,cjt4,official_syllabus_2023,2,官方大学日语大纲词汇表；* 为四/六级1-4级重点词汇
缶,かん,,,cjt4,official_syllabus_2023,2,官方大学日语大纲词汇表；* 为四/六级1-4级重点词汇
髪の毛,かみのけ,,,cjt4,official_syllabus_2023,2,官方大学日语大纲词汇表；* 为四/六级1-4级重点词汇
勘,かん,,,cjt4,official_syllabus_2023,4,官方大学日语大纲词汇表；发展目标词汇
噛む,かむ,,,cjt4,official_syllabus_2023,2,官方大学日语大纲词汇表；* 为四/六级1-4级重点词汇
癌,がん,,,cjt4,official_syllabus_2023,4,官方大学日语大纲词汇表；发展目标词汇
gum,ガム,,,cjt4,official_syllabus_2023,4,官方大学日语大纲词汇表；发展目标词汇
考え,かんがえ,,,cjt4,official_syllabus_2023,2,官方大学日语大纲词汇表；* 为四/六级1-4级重点词汇
camera,カメラ,,,cjt4,official_syllabus_2023,2,官方大学日语大纲词汇表；* 为四/六级1-4级重点词汇
考える,かんがえる,,,cjt4,official_syllabus_2023,2,官方大学日语大纲词汇表；* 为四/六级1-4级重点词汇
科目,かもく,,,cjt4,official_syllabus_2023,4,官方大学日语大纲词汇表；发展目标词汇
間隔,かんかく,,,cjt4,official_syllabus_2023,4,官方大学日语大纲词汇表；发展目标词汇
貨物,かもつ,,,cjt4,official_syllabus_2023,4,官方大学日语大纲词汇表；发展目标词汇
感覚,かんかく,,,cjt4,official_syllabus_2023,4,官方大学日语大纲词汇表；发展目标词汇
痒い,かゆい,,,cjt4,official_syllabus_2023,2,官方大学日语大纲词汇表；* 为四/六级1-4级重点词汇
換気,かんき,,,cjt4,official_syllabus_2023,4,官方大学日语大纲词汇表；发展目标词汇
通う,かよう,,,cjt4,official_syllabus_2023,2,官方大学日语大纲词汇表；* 为四/六级1-4级重点词汇
観客,かんきゃく,,,cjt4,official_syllabus_2023,4,官方大学日语大纲词汇表；发展目标词汇
空,から,,,cjt4,official_syllabus_2023,4,官方大学日语大纲词汇表；发展目标词汇
環境,かんきょう,,,cjt4,official_syllabus_2023,2,官方大学日语大纲词汇表；* 为四/六级1-4级重点词汇
殻,から,,,cjt4,official_syllabus_2023,4,官方大学日语大纲词汇表；发展目标词汇
関係,かんけい,,,cjt4,official_syllabus_2023,2,官方大学日语大纲词汇表；* 为四/六级1-4级重点词汇
柄,がら,,,cjt4,official_syllabus_2023,4,官方大学日语大纲词汇表；发展目标词汇
歓迎,かんげい,,,cjt4,official_syllabus_2023,4,官方大学日语大纲词汇表；发展目标词汇
color,カラー,,,cjt4,official_syllabus_2023,2,官方大学日语大纲词汇表；* 为四/六级1-4级重点词汇
感激,かんげき,,,cjt4,official_syllabus_2023,4,官方大学日语大纲词汇表；发展目标词汇
辛い,からい,,,cjt4,official_syllabus_2023,2,官方大学日语大纲词汇表；* 为四/六级1-4级重点词汇
観光,かんこう,,,cjt4,official_syllabus_2023,4,官方大学日语大纲词汇表；发展目标词汇
カラ orchestra,カラオケ,,,cjt4,official_syllabus_2023,2,官方大学日语大纲词汇表；* 为四/六级1-4级重点词汇
看護師,かんごし,,,cjt4,official_syllabus_2023,2,官方大学日语大纲词汇表；* 为四/六级1-4级重点词汇
関西,かんさい,,,cjt4,official_syllabus_2023,2,官方大学日语大纲词汇表；* 为四/六级1-4级重点词汇
気圧,きあつ,,,cjt4,official_syllabus_2023,4,官方大学日语大纲词汇表；发展目标词汇
観察,かんさつ,,,cjt4,official_syllabus_2023,4,官方大学日语大纲词汇表；发展目标词汇
黄色,きいろ,,,cjt4,official_syllabus_2023,2,官方大学日语大纲词汇表；* 为四/六级1-4级重点词汇
漢字,かんじ,,,cjt4,official_syllabus_2023,2,官方大学日语大纲词汇表；* 为四/六级1-4级重点词汇
黄色い,きいろい,,,cjt4,official_syllabus_2023,2,官方大学日语大纲词汇表；* 为四/六级1-4级重点词汇
感じ,かんじ,,,cjt4,official_syllabus_2023,2,官方大学日语大纲词汇表；* 为四/六级1-4级重点词汇
keyword,キーワード,,,cjt4,official_syllabus_2023,4,官方大学日语大纲词汇表；发展目标词汇
感謝,かんしゃ,,,cjt4,official_syllabus_2023,2,官方大学日语大纲词汇表；* 为四/六级1-4级重点词汇
議員,ぎいん,,,cjt4,official_syllabus_2023,4,官方大学日语大纲词汇表；发展目标词汇
患者,かんじゃ,,,cjt4,official_syllabus_2023,2,官方大学日语大纲词汇表；* 为四/六级1-4级重点词汇
消える,きえる,,,cjt4,official_syllabus_2023,2,官方大学日语大纲词汇表；* 为四/六级1-4级重点词汇
願書,がんしょ,,,cjt4,official_syllabus_2023,4,官方大学日语大纲词汇表；发展目标词汇
記憶,きおく,,,cjt4,official_syllabus_2023,4,官方大学日语大纲词汇表；发展目标词汇
鑑賞,かんしょう,,,cjt4,official_syllabus_2023,4,官方大学日语大纲词汇表；发展目标词汇
気温,きおん,,,cjt4,official_syllabus_2023,2,官方大学日语大纲词汇表；* 为四/六级1-4级重点词汇
勘定,かんじょう,,,cjt4,official_syllabus_2023,2,官方大学日语大纲词汇表；* 为四/六级1-4级重点词汇
機械,きかい,,,cjt4,official_syllabus_2023,2,官方大学日语大纲词汇表；* 为四/六级1-4级重点词汇
感情,かんじょう,,,cjt4,official_syllabus_2023,4,官方大学日语大纲词汇表；发展目标词汇
機会,きかい,,,cjt4,official_syllabus_2023,2,官方大学日语大纲词汇表；* 为四/六级1-4级重点词汇
感じる,かんじる,,,cjt4,official_syllabus_2023,2,官方大学日语大纲词汇表；* 为四/六级1-4级重点词汇
議会,ぎかい,,,cjt4,official_syllabus_2023,4,官方大学日语大纲词汇表；发展目标词汇
関心,かんしん,,,cjt4,official_syllabus_2023,2,官方大学日语大纲词汇表；* 为四/六级1-4级重点词汇
着替える,きかえる・きがえる,,,cjt4,official_syllabus_2023,4,官方大学日语大纲词汇表；发展目标词汇
感心,かんしん,,,cjt4,official_syllabus_2023,2,官方大学日语大纲词汇表；* 为四/六级1-4级重点词汇
気軽,きがる,,,cjt4,official_syllabus_2023,4,官方大学日语大纲词汇表；发展目标词汇
肝心,かんじん,,,cjt4,official_syllabus_2023,4,官方大学日语大纲词汇表；发展目标词汇
期間,きかん,,,cjt4,official_syllabus_2023,4,官方大学日语大纲词汇表；发展目标词汇
関する,かんする,,,cjt4,official_syllabus_2023,4,官方大学日语大纲词汇表；发展目标词汇
機関,きかん,,,cjt4,official_syllabus_2023,4,官方大学日语大纲词汇表；发展目标词汇
完成,かんせい,,,cjt4,official_syllabus_2023,4,官方大学日语大纲词汇表；发展目标词汇
企業,きぎょう,,,cjt4,official_syllabus_2023,4,官方大学日语大纲词汇表；发展目标词汇
間接,かんせつ,,,cjt4,official_syllabus_2023,4,官方大学日语大纲词汇表；发展目标词汇
飢饉,ききん,,,cjt4,official_syllabus_2023,4,官方大学日语大纲词汇表；发展目标词汇
完全,かんぜん,,,cjt4,official_syllabus_2023,2,官方大学日语大纲词汇表；* 为四/六级1-4级重点词汇
聞く,きく,,,cjt4,official_syllabus_2023,2,官方大学日语大纲词汇表；* 为四/六级1-4级重点词汇
乾燥,かんそう,,,cjt4,official_syllabus_2023,4,官方大学日语大纲词汇表；发展目标词汇
効く,きく,,,cjt4,official_syllabus_2023,4,官方大学日语大纲词汇表；发展目标词汇
感想,かんそう,,,cjt4,official_syllabus_2023,2,官方大学日语大纲词汇表；* 为四/六级1-4级重点词汇
菊,きく,,,cjt4,official_syllabus_2023,4,官方大学日语大纲词汇表；发展目标词汇
観測,かんそく,,,cjt4,official_syllabus_2023,4,官方大学日语大纲词汇表；发展目标词汇
危険,きけん,,,cjt4,official_syllabus_2023,2,官方大学日语大纲词汇表；* 为四/六级1-4级重点词汇
簡単,かんたん,,,cjt4,official_syllabus_2023,2,官方大学日语大纲词汇表；* 为四/六级1-4级重点词汇
機嫌,きげん,,,cjt4,official_syllabus_2023,4,官方大学日语大纲词汇表；发展目标词汇
元旦,がんたん,,,cjt4,official_syllabus_2023,2,官方大学日语大纲词汇表；* 为四/六级1-4级重点词汇
期限,きげん,,,cjt4,official_syllabus_2023,4,官方大学日语大纲词汇表；发展目标词汇
勘違い,かんちがい,,,cjt4,official_syllabus_2023,4,官方大学日语大纲词汇表；发展目标词汇
気候,きこう,,,cjt4,official_syllabus_2023,2,官方大学日语大纲词汇表；* 为四/六级1-4级重点词汇
官庁,かんちょう,,,cjt4,official_syllabus_2023,4,官方大学日语大纲词汇表；发展目标词汇
記号,きごう,,,cjt4,official_syllabus_2023,4,官方大学日语大纲词汇表；发展目标词汇
缶詰,かんづめ,,,cjt4,official_syllabus_2023,2,官方大学日语大纲词汇表；* 为四/六级1-4级重点词汇
聞こえる,きこえる,,,cjt4,official_syllabus_2023,2,官方大学日语大纲词汇表；* 为四/六级1-4级重点词汇
乾電池,かんでんち,,,cjt4,official_syllabus_2023,4,官方大学日语大纲词汇表；发展目标词汇
帰国,きこく,,,cjt4,official_syllabus_2023,2,官方大学日语大纲词汇表；* 为四/六级1-4级重点词汇
関東,かんとう,,,cjt4,official_syllabus_2023,2,官方大学日语大纲词汇表；* 为四/六级1-4级重点词汇
刻む,きざむ,,,cjt4,official_syllabus_2023,4,官方大学日语大纲词汇表；发展目标词汇
感動,かんどう,,,cjt4,official_syllabus_2023,2,官方大学日语大纲词汇表；* 为四/六级1-4级重点词汇
岸,きし,,,cjt4,official_syllabus_2023,4,官方大学日语大纲词汇表；发展目标词汇
監督,かんとく,,,cjt4,official_syllabus_2023,4,官方大学日语大纲词汇表；发展目标词汇
記事,きじ,,,cjt4,official_syllabus_2023,4,官方大学日语大纲词汇表；发展目标词汇
cunning,カンニング,,,cjt4,official_syllabus_2023,4,官方大学日语大纲词汇表；发展目标词汇
生地,きじ,,,cjt4,official_syllabus_2023,4,官方大学日语大纲词汇表；发展目标词汇
観念,かんねん,,,cjt4,official_syllabus_2023,4,官方大学日语大纲词汇表；发展目标词汇
技師,ぎし,,,cjt4,official_syllabus_2023,4,官方大学日语大纲词汇表；发展目标词汇
乾杯,かんぱい,,,cjt4,official_syllabus_2023,4,官方大学日语大纲词汇表；发展目标词汇
儀式,ぎしき,,,cjt4,official_syllabus_2023,4,官方大学日语大纲词汇表；发展目标词汇
頑張る,がんばる,,,cjt4,official_syllabus_2023,2,官方大学日语大纲词汇表；* 为四/六级1-4级重点词汇
汽車,きしゃ,,,cjt4,official_syllabus_2023,4,官方大学日语大纲词汇表；发展目标词汇
看板,かんばん,,,cjt4,official_syllabus_2023,4,官方大学日语大纲词汇表；发展目标词汇
記者,きしゃ,,,cjt4,official_syllabus_2023,4,官方大学日语大纲词汇表；发展目标词汇
看病,かんびょう,,,cjt4,official_syllabus_2023,4,官方大学日语大纲词汇表；发展目标词汇
技術,ぎじゅつ,,,cjt4,official_syllabus_2023,2,官方大学日语大纲词汇表；* 为四/六级1-4级重点词汇
管理,かんり,,,cjt4,official_syllabus_2023,4,官方大学日语大纲词汇表；发展目标词汇
基準,きじゅん,,,cjt4,official_syllabus_2023,4,官方大学日语大纲词汇表；发展目标词汇
完了,かんりょう,,,cjt4,official_syllabus_2023,4,官方大学日语大纲词汇表；发展目标词汇
傷,きず,,,cjt4,official_syllabus_2023,2,官方大学日语大纲词汇表；* 为四/六级1-4级重点词汇
関連,かんれん,,,cjt4,official_syllabus_2023,4,官方大学日语大纲词汇表；发展目标词汇
奇数,きすう,,,cjt4,official_syllabus_2023,4,官方大学日语大纲词汇表；发展目标词汇
季節,きせつ,,,cjt4,official_syllabus_2023,2,官方大学日语大纲词汇表；* 为四/六级1-4级重点词汇
着せる,きせる,,,cjt4,official_syllabus_2023,4,官方大学日语大纲词汇表；发展目标词汇
木,き,,,cjt4,official_syllabus_2023,2,官方大学日语大纲词汇表；* 为四/六级1-4级重点词汇
基礎,きそ,,,cjt4,official_syllabus_2023,2,官方大学日语大纲词汇表；* 为四/六级1-4级重点词汇
気,き,,,cjt4,official_syllabus_2023,2,官方大学日语大纲词汇表；* 为四/六级1-4级重点词汇
規則,きそく,,,cjt4,official_syllabus_2023,2,官方大学日语大纲词汇表；* 为四/六级1-4级重点词汇
北,きた,,,cjt4,official_syllabus_2023,2,官方大学日语大纲词汇表；* 为四/六级1-4级重点词汇
客間,きゃくま,,,cjt4,official_syllabus_2023,4,官方大学日语大纲词汇表；发展目标词汇
guitar,ギター,,,cjt4,official_syllabus_2023,2,官方大学日语大纲词汇表；* 为四/六级1-4级重点词汇
cabbage,キャベツ,,,cjt4,official_syllabus_2023,2,官方大学日语大纲词汇表；* 为四/六级1-4级重点词汇
期待,きたい,,,cjt4,official_syllabus_2023,4,官方大学日语大纲词汇表；发展目标词汇
career woman,キャリアウーマン,,,cjt4,official_syllabus_2023,4,官方大学日语大纲词汇表；发展目标词汇
気体,きたい,,,cjt4,official_syllabus_2023,4,官方大学日语大纲词汇表；发展目标词汇
cancel,キャンセル,,,cjt4,official_syllabus_2023,2,官方大学日语大纲词汇表；* 为四/六级1-4级重点词汇
帰宅,きたく,,,cjt4,official_syllabus_2023,4,官方大学日语大纲词汇表；发展目标词汇
campus,キャンパス,,,cjt4,official_syllabus_2023,4,官方大学日语大纲词汇表；发展目标词汇
汚い,きたない,,,cjt4,official_syllabus_2023,2,官方大学日语大纲词汇表；* 为四/六级1-4级重点词汇
camp,キャンプ,,,cjt4,official_syllabus_2023,4,官方大学日语大纲词汇表；发展目标词汇
基地,きち,,,cjt4,official_syllabus_2023,4,官方大学日语大纲词汇表；发展目标词汇
急,きゅう,,,cjt4,official_syllabus_2023,2,官方大学日语大纲词汇表；* 为四/六级1-4级重点词汇
貴重,きちょう,,,cjt4,official_syllabus_2023,4,官方大学日语大纲词汇表；发展目标词汇
級,きゅう,,,cjt4,official_syllabus_2023,4,官方大学日语大纲词汇表；发展目标词汇
議長,ぎちょう,,,cjt4,official_syllabus_2023,4,官方大学日语大纲词汇表；发展目标词汇
休暇,きゅうか,,,cjt4,official_syllabus_2023,4,官方大学日语大纲词汇表；发展目标词汇
きちんと,きちんと,,,cjt4,official_syllabus_2023,2,官方大学日语大纲词汇表；* 为四/六级1-4级重点词汇
救急車,きゅうきゅうしゃ,,,cjt4,official_syllabus_2023,4,官方大学日语大纲词汇表；发展目标词汇
きつい,きつい,,,cjt4,official_syllabus_2023,2,官方大学日语大纲词汇表；* 为四/六级1-4级重点词汇
休業,きゅうぎょう,,,cjt4,official_syllabus_2023,4,官方大学日语大纲词汇表；发展目标词汇
きっかけ,きっかけ,,,cjt4,official_syllabus_2023,2,官方大学日语大纲词汇表；* 为四/六级1-4级重点词汇
休憩,きゅうけい,,,cjt4,official_syllabus_2023,4,官方大学日语大纲词汇表；发展目标词汇
気付く,きづく,,,cjt4,official_syllabus_2023,2,官方大学日语大纲词汇表；* 为四/六级1-4级重点词汇
急激,きゅうげき,,,cjt4,official_syllabus_2023,4,官方大学日语大纲词汇表；发展目标词汇
喫茶店,きっさてん,,,cjt4,official_syllabus_2023,2,官方大学日语大纲词汇表；* 为四/六级1-4级重点词汇
急行,きゅうこう,,,cjt4,official_syllabus_2023,2,官方大学日语大纲词汇表；* 为四/六级1-4级重点词汇
ぎっしり,ぎっしり,,,cjt4,official_syllabus_2023,4,官方大学日语大纲词汇表；发展目标词汇
休講,きゅうこう,,,cjt4,official_syllabus_2023,4,官方大学日语大纲词汇表；发展目标词汇
切手,きって,,,cjt4,official_syllabus_2023,2,官方大学日语大纲词汇表；* 为四/六级1-4级重点词汇
休日,きゅうじつ,,,cjt4,official_syllabus_2023,2,官方大学日语大纲词汇表；* 为四/六级1-4级重点词汇
きっと,きっと,,,cjt4,official_syllabus_2023,2,官方大学日语大纲词汇表；* 为四/六级1-4级重点词汇
吸収,きゅうしゅう,,,cjt4,official_syllabus_2023,4,官方大学日语大纲词汇表；发展目标词汇
切符,きっぷ,,,cjt4,official_syllabus_2023,2,官方大学日语大纲词汇表；* 为四/六级1-4级重点词汇
救助,きゅうじょ,,,cjt4,official_syllabus_2023,4,官方大学日语大纲词汇表；发展目标词汇
記入,きにゅう,,,cjt4,official_syllabus_2023,4,官方大学日语大纲词汇表；发展目标词汇
絹,きぬ,,,cjt4,official_syllabus_2023,2,官方大学日语大纲词汇表；* 为四/六级1-4级重点词汇
急速,きゅうそく,,,cjt4,official_syllabus_2023,4,官方大学日语大纲词汇表；发展目标词汇
記念,きねん,,,cjt4,official_syllabus_2023,2,官方大学日语大纲词汇表；* 为四/六级1-4级重点词汇
急に,きゅうに,,,cjt4,official_syllabus_2023,4,官方大学日语大纲词汇表；发展目标词汇
昨日,きのう,,,cjt4,official_syllabus_2023,2,官方大学日语大纲词汇表；* 为四/六级1-4级重点词汇
牛肉,ぎゅうにく,,,cjt4,official_syllabus_2023,2,官方大学日语大纲词汇表；* 为四/六级1-4级重点词汇
機能,きのう,,,cjt4,official_syllabus_2023,4,官方大学日语大纲词汇表；发展目标词汇
牛乳,ぎゅうにゅう,,,cjt4,official_syllabus_2023,2,官方大学日语大纲词汇表；* 为四/六级1-4级重点词汇
気の毒,きのどく,,,cjt4,official_syllabus_2023,2,官方大学日语大纲词汇表；* 为四/六级1-4级重点词汇
給与,きゅうよ,,,cjt4,official_syllabus_2023,4,官方大学日语大纲词汇表；发展目标词汇
厳しい,きびしい,,,cjt4,official_syllabus_2023,2,官方大学日语大纲词汇表；* 为四/六级1-4级重点词汇
急用,きゅうよう,,,cjt4,official_syllabus_2023,4,官方大学日语大纲词汇表；发展目标词汇
寄付,きふ,,,cjt4,official_syllabus_2023,4,官方大学日语大纲词汇表；发展目标词汇
休養,きゅうよう,,,cjt4,official_syllabus_2023,4,官方大学日语大纲词汇表；发展目标词汇
気分,きぶん,,,cjt4,official_syllabus_2023,2,官方大学日语大纲词汇表；* 为四/六级1-4级重点词汇
胡瓜,きゅうり,,,cjt4,official_syllabus_2023,2,官方大学日语大纲词汇表；* 为四/六级1-4级重点词汇
規模,きぼ,,,cjt4,official_syllabus_2023,4,官方大学日语大纲词汇表；发展目标词汇
給料,きゅうりょう,,,cjt4,official_syllabus_2023,2,官方大学日语大纲词汇表；* 为四/六级1-4级重点词汇
希望,きぼう,,,cjt4,official_syllabus_2023,2,官方大学日语大纲词汇表；* 为四/六级1-4级重点词汇
清い,きよい,,,cjt4,official_syllabus_2023,4,官方大学日语大纲词汇表；发展目标词汇
基本,きほん,,,cjt4,official_syllabus_2023,4,官方大学日语大纲词汇表；发展目标词汇
器用,きよう,,,cjt4,official_syllabus_2023,4,官方大学日语大纲词汇表；发展目标词汇
決まり,きまり,,,cjt4,official_syllabus_2023,4,官方大学日语大纲词汇表；发展目标词汇
今日,きょう,,,cjt4,official_syllabus_2023,4,官方大学日语大纲词汇表；发展目标词汇
決まる,きまる,,,cjt4,official_syllabus_2023,2,官方大学日语大纲词汇表；* 为四/六级1-4级重点词汇
教育,きょういく,,,cjt4,official_syllabus_2023,2,官方大学日语大纲词汇表；* 为四/六级1-4级重点词汇
君,きみ,,,cjt4,official_syllabus_2023,2,官方大学日语大纲词汇表；* 为四/六级1-4级重点词汇
強化,きょうか,,,cjt4,official_syllabus_2023,4,官方大学日语大纲词汇表；发展目标词汇
気味,きみ,,,cjt4,official_syllabus_2023,4,官方大学日语大纲词汇表；发展目标词汇
教会,きょうかい,,,cjt4,official_syllabus_2023,4,官方大学日语大纲词汇表；发展目标词汇
奇妙,きみょう,,,cjt4,official_syllabus_2023,4,官方大学日语大纲词汇表；发展目标词汇
境界,きょうかい,,,cjt4,official_syllabus_2023,4,官方大学日语大纲词汇表；发展目标词汇
義務,ぎむ,,,cjt4,official_syllabus_2023,2,官方大学日语大纲词汇表；* 为四/六级1-4级重点词汇
教科書,きょうかしょ,,,cjt4,official_syllabus_2023,2,官方大学日语大纲词汇表；* 为四/六级1-4级重点词汇
