term,reading,meaning,pos,source_scope,source_type,difficulty,notes
cut,,,,gaokao-english,official_curriculum_2020,1,普通高中英语课程标准（2017年版2020年修订）附录2词汇表；*为必修新增，**为选择性必修新增。
cute,,,,gaokao-english,official_curriculum_2020,1,普通高中英语课程标准（2017年版2020年修订）附录2词汇表；*为必修新增，**为选择性必修新增。
cycle,,,,gaokao-english,official_curriculum_2020,3,普通高中英语课程标准（2017年版2020年修订）附录2词汇表；*为必修新增，**为选择性必修新增。
daily,,,,gaokao-english,official_curriculum_2020,1,普通高中英语课程标准（2017年版2020年修订）附录2词汇表；*为必修新增，**为选择性必修新增。
damage,,,,gaokao-english,official_curriculum_2020,3,普通高中英语课程标准（2017年版2020年修订）附录2词汇表；*为必修新增，**为选择性必修新增。
damp,,,,gaokao-english,official_curriculum_2020,3,普通高中英语课程标准（2017年版2020年修订）附录2词汇表；*为必修新增，**为选择性必修新增。
dance,,,,gaokao-english,official_curriculum_2020,1,普通高中英语课程标准（2017年版2020年修订）附录2词汇表；*为必修新增，**为选择性必修新增。
danger,,,,gaokao-english,official_curriculum_2020,1,普通高中英语课程标准（2017年版2020年修订）附录2词汇表；*为必修新增，**为选择性必修新增。
dangerous,,,,gaokao-english,official_curriculum_2020,1,普通高中英语课程标准（2017年版2020年修订）附录2词汇表；*为必修新增，**为选择性必修新增。
dare,,,,gaokao-english,official_curriculum_2020,3,普通高中英语课程标准（2017年版2020年修订）附录2词汇表；*为必修新增，**为选择性必修新增。
dark,,,,gaokao-english,official_curriculum_2020,1,普通高中英语课程标准（2017年版2020年修订）附录2词汇表；*为必修新增，**为选择性必修新增。
data,,,,gaokao-english,official_curriculum_2020,2,普通高中英语课程标准（2017年版2020年修订）附录2词汇表；*为必修新增，**为选择性必修新增。
database,,,,gaokao-english,official_curriculum_2020,3,普通高中英语课程标准（2017年版2020年修订）附录2词汇表；*为必修新增，**为选择性必修新增。
date,,,,gaokao-english,official_curriculum_2020,1,普通高中英语课程标准（2017年版2020年修订）附录2词汇表；*为必修新增，**为选择性必修新增。
daughter,,,,gaokao-english,official_curriculum_2020,1,普通高中英语课程标准（2017年版2020年修订）附录2词汇表；*为必修新增，**为选择性必修新增。
day,,,,gaokao-english,official_curriculum_2020,1,普通高中英语课程标准（2017年版2020年修订）附录2词汇表；*为必修新增，**为选择性必修新增。
dead,,,,gaokao-english,official_curriculum_2020,1,普通高中英语课程标准（2017年版2020年修订）附录2词汇表；*为必修新增，**为选择性必修新增。
deadline,,,,gaokao-english,official_curriculum_2020,3,普通高中英语课程标准（2017年版2020年修订）附录2词汇表；*为必修新增，**为选择性必修新增。
deaf,,,,gaokao-english,official_curriculum_2020,1,普通高中英语课程标准（2017年版2020年修订）附录2词汇表；*为必修新增，**为选择性必修新增。
deal,,,,gaokao-english,official_curriculum_2020,1,普通高中英语课程标准（2017年版2020年修订）附录2词汇表；*为必修新增，**为选择性必修新增。
dear,,,,gaokao-english,official_curriculum_2020,1,普通高中英语课程标准（2017年版2020年修订）附录2词汇表；*为必修新增，**为选择性必修新增。
death,,,,gaokao-english,official_curriculum_2020,2,普通高中英语课程标准（2017年版2020年修订）附录2词汇表；*为必修新增，**为选择性必修新增。
debate,,,,gaokao-english,official_curriculum_2020,3,普通高中英语课程标准（2017年版2020年修订）附录2词汇表；*为必修新增，**为选择性必修新增。
debt,,,,gaokao-english,official_curriculum_2020,3,普通高中英语课程标准（2017年版2020年修订）附录2词汇表；*为必修新增，**为选择性必修新增。
decade,,,,gaokao-english,official_curriculum_2020,3,普通高中英语课程标准（2017年版2020年修订）附录2词汇表；*为必修新增，**为选择性必修新增。
December,,,,gaokao-english,official_curriculum_2020,1,普通高中英语课程标准（2017年版2020年修订）附录2词汇表；*为必修新增，**为选择性必修新增。
decent,,,,gaokao-english,official_curriculum_2020,3,普通高中英语课程标准（2017年版2020年修订）附录2词汇表；*为必修新增，**为选择性必修新增。
decide,,,,gaokao-english,official_curriculum_2020,1,普通高中英语课程标准（2017年版2020年修订）附录2词汇表；*为必修新增，**为选择性必修新增。
decision,,,,gaokao-english,official_curriculum_2020,1,普通高中英语课程标准（2017年版2020年修订）附录2词汇表；*为必修新增，**为选择性必修新增。
declare,,,,gaokao-english,official_curriculum_2020,2,普通高中英语课程标准（2017年版2020年修订）附录2词汇表；*为必修新增，**为选择性必修新增。
decline,,,,gaokao-english,official_curriculum_2020,3,普通高中英语课程标准（2017年版2020年修订）附录2词汇表；*为必修新增，**为选择性必修新增。
decorate,,,,gaokao-english,official_curriculum_2020,2,普通高中英语课程标准（2017年版2020年修订）附录2词汇表；*为必修新增，**为选择性必修新增。
decrease,,,,gaokao-english,official_curriculum_2020,3,普通高中英语课程标准（2017年版2020年修订）附录2词汇表；*为必修新增，**为选择性必修新增。
deep,,,,gaokao-english,official_curriculum_2020,1,普通高中英语课程标准（2017年版2020年修订）附录2词汇表；*为必修新增，**为选择性必修新增。
deer,,,,gaokao-english,official_curriculum_2020,2,普通高中英语课程标准（2017年版2020年修订）附录2词汇表；*为必修新增，**为选择性必修新增。
defeat,,,,gaokao-english,official_curriculum_2020,3,普通高中英语课程标准（2017年版2020年修订）附录2词汇表；*为必修新增，**为选择性必修新增。
defence (defense),,,,gaokao-english,official_curriculum_2020,2,普通高中英语课程标准（2017年版2020年修订）附录2词汇表；*为必修新增，**为选择性必修新增。
defend,,,,gaokao-english,official_curriculum_2020,3,普通高中英语课程标准（2017年版2020年修订）附录2词汇表；*为必修新增，**为选择性必修新增。
definitely,,,,gaokao-english,official_curriculum_2020,2,普通高中英语课程标准（2017年版2020年修订）附录2词汇表；*为必修新增，**为选择性必修新增。
definition,,,,gaokao-english,official_curriculum_2020,3,普通高中英语课程标准（2017年版2020年修订）附录2词汇表；*为必修新增，**为选择性必修新增。
degree,,,,gaokao-english,official_curriculum_2020,1,普通高中英语课程标准（2017年版2020年修订）附录2词汇表；*为必修新增，**为选择性必修新增。
delay,,,,gaokao-english,official_curriculum_2020,3,普通高中英语课程标准（2017年版2020年修订）附录2词汇表；*为必修新增，**为选择性必修新增。
delete,,,,gaokao-english,official_curriculum_2020,3,普通高中英语课程标准（2017年版2020年修订）附录2词汇表；*为必修新增，**为选择性必修新增。
delicate,,,,gaokao-english,official_curriculum_2020,3,普通高中英语课程标准（2017年版2020年修订）附录2词汇表；*为必修新增，**为选择性必修新增。
delicious,,,,gaokao-english,official_curriculum_2020,1,普通高中英语课程标准（2017年版2020年修订）附录2词汇表；*为必修新增，**为选择性必修新增。
deliver,,,,gaokao-english,official_curriculum_2020,2,普通高中英语课程标准（2017年版2020年修订）附录2词汇表；*为必修新增，**为选择性必修新增。
demand,,,,gaokao-english,official_curriculum_2020,3,普通高中英语课程标准（2017年版2020年修订）附录2词汇表；*为必修新增，**为选择性必修新增。
demonstrate,,,,gaokao-english,official_curriculum_2020,3,普通高中英语课程标准（2017年版2020年修订）附录2词汇表；*为必修新增，**为选择性必修新增。
dentist,,,,gaokao-english,official_curriculum_2020,3,普通高中英语课程标准（2017年版2020年修订）附录2词汇表；*为必修新增，**为选择性必修新增。
deny,,,,gaokao-english,official_curriculum_2020,3,普通高中英语课程标准（2017年版2020年修订）附录2词汇表；*为必修新增，**为选择性必修新增。
department,,,,gaokao-english,official_curriculum_2020,3,普通高中英语课程标准（2017年版2020年修订）附录2词汇表；*为必修新增，**为选择性必修新增。
departure,,,,gaokao-english,official_curriculum_2020,3,普通高中英语课程标准（2017年版2020年修订）附录2词汇表；*为必修新增，**为选择性必修新增。
depend,,,,gaokao-english,official_curriculum_2020,1,普通高中英语课程标准（2017年版2020年修订）附录2词汇表；*为必修新增，**为选择性必修新增。
depress,,,,gaokao-english,official_curriculum_2020,3,普通高中英语课程标准（2017年版2020年修订）附录2词汇表；*为必修新增，**为选择性必修新增。
depth,,,,gaokao-english,official_curriculum_2020,3,普通高中英语课程标准（2017年版2020年修订）附录2词汇表；*为必修新增，**为选择性必修新增。
describe,,,,gaokao-english,official_curriculum_2020,1,普通高中英语课程标准（2017年版2020年修订）附录2词汇表；*为必修新增，**为选择性必修新增。
description,,,,gaokao-english,official_curriculum_2020,2,普通高中英语课程标准（2017年版2020年修订）附录2词汇表；*为必修新增，**为选择性必修新增。
desert,,,,gaokao-english,official_curriculum_2020,2,普通高中英语课程标准（2017年版2020年修订）附录2词汇表；*为必修新增，**为选择性必修新增。
deserve,,,,gaokao-english,official_curriculum_2020,3,普通高中英语课程标准（2017年版2020年修订）附录2词汇表；*为必修新增，**为选择性必修新增。
design,,,,gaokao-english,official_curriculum_2020,2,普通高中英语课程标准（2017年版2020年修订）附录2词汇表；*为必修新增，**为选择性必修新增。
desire,,,,gaokao-english,official_curriculum_2020,2,普通高中英语课程标准（2017年版2020年修订）附录2词汇表；*为必修新增，**为选择性必修新增。
desk,,,,gaokao-english,official_curriculum_2020,1,普通高中英语课程标准（2017年版2020年修订）附录2词汇表；*为必修新增，**为选择性必修新增。
desperate,,,,gaokao-english,official_curriculum_2020,3,普通高中英语课程标准（2017年版2020年修订）附录2词汇表；*为必修新增，**为选择性必修新增。
despite,,,,gaokao-english,official_curriculum_2020,2,普通高中英语课程标准（2017年版2020年修订）附录2词汇表；*为必修新增，**为选择性必修新增。
dessert,,,,gaokao-english,official_curriculum_2020,3,普通高中英语课程标准（2017年版2020年修订）附录2词汇表；*为必修新增，**为选择性必修新增。
destination,,,,gaokao-english,official_curriculum_2020,2,普通高中英语课程标准（2017年版2020年修订）附录2词汇表；*为必修新增，**为选择性必修新增。
destroy,,,,gaokao-english,official_curriculum_2020,2,普通高中英语课程标准（2017年版2020年修订）附录2词汇表；*为必修新增，**为选择性必修新增。
detail,,,,gaokao-english,official_curriculum_2020,2,普通高中英语课程标准（2017年版2020年修订）附录2词汇表；*为必修新增，**为选择性必修新增。
detect,,,,gaokao-english,official_curriculum_2020,3,普通高中英语课程标准（2017年版2020年修订）附录2词汇表；*为必修新增，**为选择性必修新增。
detective,,,,gaokao-english,official_curriculum_2020,3,普通高中英语课程标准（2017年版2020年修订）附录2词汇表；*为必修新增，**为选择性必修新增。
determine,,,,gaokao-english,official_curriculum_2020,2,普通高中英语课程标准（2017年版2020年修订）附录2词汇表；*为必修新增，**为选择性必修新增。
develop,,,,gaokao-english,official_curriculum_2020,1,普通高中英语课程标准（2017年版2020年修订）附录2词汇表；*为必修新增，**为选择性必修新增。
development,,,,gaokao-english,official_curriculum_2020,1,普通高中英语课程标准（2017年版2020年修订）附录2词汇表；*为必修新增，**为选择性必修新增。
device,,,,gaokao-english,official_curriculum_2020,3,普通高中英语课程标准（2017年版2020年修订）附录2词汇表；*为必修新增，**为选择性必修新增。
devote,,,,gaokao-english,official_curriculum_2020,3,普通高中英语课程标准（2017年版2020年修订）附录2词汇表；*为必修新增，**为选择性必修新增。
diagram,,,,gaokao-english,official_curriculum_2020,2,普通高中英语课程标准（2017年版2020年修订）附录2词汇表；*为必修新增，**为选择性必修新增。
dialogue (dialog),,,,gaokao-english,official_curriculum_2020,1,普通高中英语课程标准（2017年版2020年修订）附录2词汇表；*为必修新增，**为选择性必修新增。
diamond,,,,gaokao-english,official_curriculum_2020,3,普通高中英语课程标准（2017年版2020年修订）附录2词汇表；*为必修新增，**为选择性必修新增。
diary,,,,gaokao-english,official_curriculum_2020,1,普通高中英语课程标准（2017年版2020年修订）附录2词汇表；*为必修新增，**为选择性必修新增。
dictionary,,,,gaokao-english,official_curriculum_2020,1,普通高中英语课程标准（2017年版2020年修订）附录2词汇表；*为必修新增，**为选择性必修新增。
die,,,,gaokao-english,official_curriculum_2020,1,普通高中英语课程标准（2017年版2020年修订）附录2词汇表；*为必修新增，**为选择性必修新增。
diet,,,,gaokao-english,official_curriculum_2020,2,普通高中英语课程标准（2017年版2020年修订）附录2词汇表；*为必修新增，**为选择性必修新增。
differ,,,,gaokao-english,official_curriculum_2020,3,普通高中英语课程标准（2017年版2020年修订）附录2词汇表；*为必修新增，**为选择性必修新增。
difference,,,,gaokao-english,official_curriculum_2020,1,普通高中英语课程标准（2017年版2020年修订）附录2词汇表；*为必修新增，**为选择性必修新增。
different,,,,gaokao-english,official_curriculum_2020,1,普通高中英语课程标准（2017年版2020年修订）附录2词汇表；*为必修新增，**为选择性必修新增。
difficult,,,,gaokao-english,official_curriculum_2020,1,普通高中英语课程标准（2017年版2020年修订）附录2词汇表；*为必修新增，**为选择性必修新增。
difficulty,,,,gaokao-english,official_curriculum_2020,1,普通高中英语课程标准（2017年版2020年修订）附录2词汇表；*为必修新增，**为选择性必修新增。
dig,,,,gaokao-english,official_curriculum_2020,1,普通高中英语课程标准（2017年版2020年修订）附录2词汇表；*为必修新增，**为选择性必修新增。
digest,,,,gaokao-english,official_curriculum_2020,3,普通高中英语课程标准（2017年版2020年修订）附录2词汇表；*为必修新增，**为选择性必修新增。
digital,,,,gaokao-english,official_curriculum_2020,2,普通高中英语课程标准（2017年版2020年修订）附录2词汇表；*为必修新增，**为选择性必修新增。
dignity,,,,gaokao-english,official_curriculum_2020,3,普通高中英语课程标准（2017年版2020年修订）附录2词汇表；*为必修新增，**为选择性必修新增。
dimension,,,,gaokao-english,official_curriculum_2020,3,普通高中英语课程标准（2017年版2020年修订）附录2词汇表；*为必修新增，**为选择性必修新增。
dining,,,,gaokao-english,official_curriculum_2020,1,普通高中英语课程标准（2017年版2020年修订）附录2词汇表；*为必修新增，**为选择性必修新增。
dinner,,,,gaokao-english,official_curriculum_2020,1,普通高中英语课程标准（2017年版2020年修订）附录2词汇表；*为必修新增，**为选择性必修新增。
dinosaur,,,,gaokao-english,official_curriculum_2020,2,普通高中英语课程标准（2017年版2020年修订）附录2词汇表；*为必修新增，**为选择性必修新增。
direct,,,,gaokao-english,official_curriculum_2020,1,普通高中英语课程标准（2017年版2020年修订）附录2词汇表；*为必修新增，**为选择性必修新增。
direction,,,,gaokao-english,official_curriculum_2020,1,普通高中英语课程标准（2017年版2020年修订）附录2词汇表；*为必修新增，**为选择性必修新增。
director,,,,gaokao-english,official_curriculum_2020,1,普通高中英语课程标准（2017年版2020年修订）附录2词汇表；*为必修新增，**为选择性必修新增。
directory,,,,gaokao-english,official_curriculum_2020,3,普通高中英语课程标准（2017年版2020年修订）附录2词汇表；*为必修新增，**为选择性必修新增。
dirty,,,,gaokao-english,official_curriculum_2020,1,普通高中英语课程标准（2017年版2020年修订）附录2词汇表；*为必修新增，**为选择性必修新增。
disability,,,,gaokao-english,official_curriculum_2020,3,普通高中英语课程标准（2017年版2020年修订）附录2词汇表；*为必修新增，**为选择性必修新增。
disabled,,,,gaokao-english,official_curriculum_2020,3,普通高中英语课程标准（2017年版2020年修订）附录2词汇表；*为必修新增，**为选择性必修新增。
disappear,,,,gaokao-english,official_curriculum_2020,2,普通高中英语课程标准（2017年版2020年修订）附录2词汇表；*为必修新增，**为选择性必修新增。
disappointed,,,,gaokao-english,official_curriculum_2020,3,普通高中英语课程标准（2017年版2020年修订）附录2词汇表；*为必修新增，**为选择性必修新增。
disaster,,,,gaokao-english,official_curriculum_2020,2,普通高中英语课程标准（2017年版2020年修订）附录2词汇表；*为必修新增，**为选择性必修新增。
discipline,,,,gaokao-english,official_curriculum_2020,3,普通高中英语课程标准（2017年版2020年修订）附录2词汇表；*为必修新增，**为选择性必修新增。
discount,,,,gaokao-english,official_curriculum_2020,3,普通高中英语课程标准（2017年版2020年修订）附录2词汇表；*为必修新增，**为选择性必修新增。
discover,,,,gaokao-english,official_curriculum_2020,1,普通高中英语课程标准（2017年版2020年修订）附录2词汇表；*为必修新增，**为选择性必修新增。
discovery,,,,gaokao-english,official_curriculum_2020,1,普通高中英语课程标准（2017年版2020年修订）附录2词汇表；*为必修新增，**为选择性必修新增。
discrimination,,,,gaokao-english,official_curriculum_2020,3,普通高中英语课程标准（2017年版2020年修订）附录2词汇表；*为必修新增，**为选择性必修新增。
discuss,,,,gaokao-english,official_curriculum_2020,1,普通高中英语课程标准（2017年版2020年修订）附录2词汇表；*为必修新增，**为选择性必修新增。
discussion,,,,gaokao-english,official_curriculum_2020,1,普通高中英语课程标准（2017年版2020年修订）附录2词汇表；*为必修新增，**为选择性必修新增。
disease,,,,gaokao-english,official_curriculum_2020,2,普通高中英语课程标准（2017年版2020年修订）附录2词汇表；*为必修新增，**为选择性必修新增。
dish,,,,gaokao-english,official_curriculum_2020,1,普通高中英语课程标准（2017年版2020年修订）附录2词汇表；*为必修新增，**为选择性必修新增。
disk (disc),,,,gaokao-english,official_curriculum_2020,3,普通高中英语课程标准（2017年版2020年修订）附录2词汇表；*为必修新增，**为选择性必修新增。
dismiss,,,,gaokao-english,official_curriculum_2020,3,普通高中英语课程标准（2017年版2020年修订）附录2词汇表；*为必修新增，**为选择性必修新增。
display,,,,gaokao-english,official_curriculum_2020,3,普通高中英语课程标准（2017年版2020年修订）附录2词汇表；*为必修新增，**为选择性必修新增。
distance,,,,gaokao-english,official_curriculum_2020,2,普通高中英语课程标准（2017年版2020年修订）附录2词汇表；*为必修新增，**为选择性必修新增。
distant,,,,gaokao-english,official_curriculum_2020,3,普通高中英语课程标准（2017年版2020年修订）附录2词汇表；*为必修新增，**为选择性必修新增。
distinct,,,,gaokao-english,official_curriculum_2020,3,普通高中英语课程标准（2017年版2020年修订）附录2词汇表；*为必修新增，**为选择性必修新增。
distinguish,,,,gaokao-english,official_curriculum_2020,3,普通高中英语课程标准（2017年版2020年修订）附录2词汇表；*为必修新增，**为选择性必修新增。
distribution,,,,gaokao-english,official_curriculum_2020,3,普通高中英语课程标准（2017年版2020年修订）附录2词汇表；*为必修新增，**为选择性必修新增。
district,,,,gaokao-english,official_curriculum_2020,3,普通高中英语课程标准（2017年版2020年修订）附录2词汇表；*为必修新增，**为选择性必修新增。
disturb,,,,gaokao-english,official_curriculum_2020,3,普通高中英语课程标准（2017年版2020年修订）附录2词汇表；*为必修新增，**为选择性必修新增。
dive,,,,gaokao-english,official_curriculum_2020,3,普通高中英语课程标准（2017年版2020年修订）附录2词汇表；*为必修新增，**为选择性必修新增。
diverse,,,,gaokao-english,official_curriculum_2020,3,普通高中英语课程标准（2017年版2020年修订）附录2词汇表；*为必修新增，**为选择性必修新增。
divide,,,,gaokao-english,official_curriculum_2020,1,普通高中英语课程标准（2017年版2020年修订）附录2词汇表；*为必修新增，**为选择性必修新增。
division,,,,gaokao-english,official_curriculum_2020,3,普通高中英语课程标准（2017年版2020年修订）附录2词汇表；*为必修新增，**为选择性必修新增。
dizzy,,,,gaokao-english,official_curriculum_2020,3,普通高中英语课程标准（2017年版2020年修订）附录2词汇表；*为必修新增，**为选择性必修新增。
do,,,,gaokao-english,official_curriculum_2020,1,普通高中英语课程标准（2017年版2020年修订）附录2词汇表；*为必修新增，**为选择性必修新增。
doctor,,,,gaokao-english,official_curriculum_2020,1,普通高中英语课程标准（2017年版2020年修订）附录2词汇表；*为必修新增，**为选择性必修新增。
document,,,,gaokao-english,official_curriculum_2020,2,普通高中英语课程标准（2017年版2020年修订）附录2词汇表；*为必修新增，**为选择性必修新增。
dog,,,,gaokao-english,official_curriculum_2020,1,普通高中英语课程标准（2017年版2020年修订）附录2词汇表；*为必修新增，**为选择性必修新增。
dollar,,,,gaokao-english,official_curriculum_2020,1,普通高中英语课程标准（2017年版2020年修订）附录2词汇表；*为必修新增，**为选择性必修新增。
dolphin,,,,gaokao-english,official_curriculum_2020,2,普通高中英语课程标准（2017年版2020年修订）附录2词汇表；*为必修新增，**为选择性必修新增。
domain,,,,gaokao-english,official_curriculum_2020,3,普通高中英语课程标准（2017年版2020年修订）附录2词汇表；*为必修新增，**为选择性必修新增。
domestic,,,,gaokao-english,official_curriculum_2020,3,普通高中英语课程标准（2017年版2020年修订）附录2词汇表；*为必修新增，**为选择性必修新增。
dominate,,,,gaokao-english,official_curriculum_2020,3,普通高中英语课程标准（2017年版2020年修订）附录2词汇表；*为必修新增，**为选择性必修新增。
donate,,,,gaokao-english,official_curriculum_2020,2,普通高中英语课程标准（2017年版2020年修订）附录2词汇表；*为必修新增，**为选择性必修新增。
door,,,,gaokao-english,official_curriculum_2020,1,普通高中英语课程标准（2017年版2020年修订）附录2词汇表；*为必修新增，**为选择性必修新增。
dormitory,,,,gaokao-english,official_curriculum_2020,3,普通高中英语课程标准（2017年版2020年修订）附录2词汇表；*为必修新增，**为选择性必修新增。
double,,,,gaokao-english,official_curriculum_2020,1,普通高中英语课程标准（2017年版2020年修订）附录2词汇表；*为必修新增，**为选择性必修新增。
doubt,,,,gaokao-english,official_curriculum_2020,1,普通高中英语课程标准（2017年版2020年修订）附录2词汇表；*为必修新增，**为选择性必修新增。
down,,,,gaokao-english,official_curriculum_2020,1,普通高中英语课程标准（2017年版2020年修订）附录2词汇表；*为必修新增，**为选择性必修新增。
download,,,,gaokao-english,official_curriculum_2020,2,普通高中英语课程标准（2017年版2020年修订）附录2词汇表；*为必修新增，**为选择性必修新增。
downstairs,,,,gaokao-english,official_curriculum_2020,2,普通高中英语课程标准（2017年版2020年修订）附录2词汇表；*为必修新增，**为选择性必修新增。
downtown,,,,gaokao-english,official_curriculum_2020,2,普通高中英语课程标准（2017年版2020年修订）附录2词汇表；*为必修新增，**为选择性必修新增。
dozen,,,,gaokao-english,official_curriculum_2020,3,普通高中英语课程标准（2017年版2020年修订）附录2词汇表；*为必修新增，**为选择性必修新增。
draft,,,,gaokao-english,official_curriculum_2020,3,普通高中英语课程标准（2017年版2020年修订）附录2词汇表；*为必修新增，**为选择性必修新增。
drag,,,,gaokao-english,official_curriculum_2020,3,普通高中英语课程标准（2017年版2020年修订）附录2词汇表；*为必修新增，**为选择性必修新增。
dragon,,,,gaokao-english,official_curriculum_2020,2,普通高中英语课程标准（2017年版2020年修订）附录2词汇表；*为必修新增，**为选择性必修新增。
drama,,,,gaokao-english,official_curriculum_2020,3,普通高中英语课程标准（2017年版2020年修订）附录2词汇表；*为必修新增，**为选择性必修新增。
dramatic,,,,gaokao-english,official_curriculum_2020,3,普通高中英语课程标准（2017年版2020年修订）附录2词汇表；*为必修新增，**为选择性必修新增。
draw,,,,gaokao-english,official_curriculum_2020,1,普通高中英语课程标准（2017年版2020年修订）附录2词汇表；*为必修新增，**为选择性必修新增。
drawer,,,,gaokao-english,official_curriculum_2020,3,普通高中英语课程标准（2017年版2020年修订）附录2词汇表；*为必修新增，**为选择性必修新增。
dream,,,,gaokao-english,official_curriculum_2020,1,普通高中英语课程标准（2017年版2020年修订）附录2词汇表；*为必修新增，**为选择性必修新增。
dress,,,,gaokao-english,official_curriculum_2020,1,普通高中英语课程标准（2017年版2020年修订）附录2词汇表；*为必修新增，**为选择性必修新增。
drill,,,,gaokao-english,official_curriculum_2020,3,普通高中英语课程标准（2017年版2020年修订）附录2词汇表；*为必修新增，**为选择性必修新增。
drink,,,,gaokao-english,official_curriculum_2020,1,普通高中英语课程标准（2017年版2020年修订）附录2词汇表；*为必修新增，**为选择性必修新增。
drive,,,,gaokao-english,official_curriculum_2020,1,普通高中英语课程标准（2017年版2020年修订）附录2词汇表；*为必修新增，**为选择性必修新增。
driver,,,,gaokao-english,official_curriculum_2020,1,普通高中英语课程标准（2017年版2020年修订）附录2词汇表；*为必修新增，**为选择性必修新增。
drop,,,,gaokao-english,official_curriculum_2020,1,普通高中英语课程标准（2017年版2020年修订）附录2词汇表；*为必修新增，**为选择性必修新增。
drought,,,,gaokao-english,official_curriculum_2020,2,普通高中英语课程标准（2017年版2020年修订）附录2词汇表；*为必修新增，**为选择性必修新增。
drug,,,,gaokao-english,official_curriculum_2020,3,普通高中英语课程标准（2017年版2020年修订）附录2词汇表；*为必修新增，**为选择性必修新增。
dry,,,,gaokao-english,official_curriculum_2020,1,普通高中英语课程标准（2017年版2020年修订）附录2词汇表；*为必修新增，**为选择性必修新增。
duck,,,,gaokao-english,official_curriculum_2020,1,普通高中英语课程标准（2017年版2020年修订）附录2词汇表；*为必修新增，**为选择性必修新增。
due to,,,,gaokao-english,official_curriculum_2020,2,普通高中英语课程标准（2017年版2020年修订）附录2词汇表；*为必修新增，**为选择性必修新增。
dumpling,,,,gaokao-english,official_curriculum_2020,1,普通高中英语课程标准（2017年版2020年修订）附录2词汇表；*为必修新增，**为选择性必修新增。
duration,,,,gaokao-english,official_curriculum_2020,3,普通高中英语课程标准（2017年版2020年修订）附录2词汇表；*为必修新增，**为选择性必修新增。
during,,,,gaokao-english,official_curriculum_2020,1,普通高中英语课程标准（2017年版2020年修订）附录2词汇表；*为必修新增，**为选择性必修新增。
dust,,,,gaokao-english,official_curriculum_2020,3,普通高中英语课程标准（2017年版2020年修订）附录2词汇表；*为必修新增，**为选择性必修新增。
duty,,,,gaokao-english,official_curriculum_2020,2,普通高中英语课程标准（2017年版2020年修订）附录2词汇表；*为必修新增，**为选择性必修新增。
dynamic,,,,gaokao-english,official_curriculum_2020,3,普通高中英语课程标准（2017年版2020年修订）附录2词汇表；*为必修新增，**为选择性必修新增。
dynasty,,,,gaokao-english,official_curriculum_2020,3,普通高中英语课程标准（2017年版2020年修订）附录2词汇表；*为必修新增，**为选择性必修新增。
each,,,,gaokao-english,official_curriculum_2020,1,普通高中英语课程标准（2017年版2020年修订）附录2词汇表；*为必修新增，**为选择性必修新增。
eager,,,,gaokao-english,official_curriculum_2020,2,普通高中英语课程标准（2017年版2020年修订）附录2词汇表；*为必修新增，**为选择性必修新增。
eagle,,,,gaokao-english,official_curriculum_2020,3,普通高中英语课程标准（2017年版2020年修订）附录2词汇表；*为必修新增，**为选择性必修新增。
ear,,,,gaokao-english,official_curriculum_2020,1,普通高中英语课程标准（2017年版2020年修订）附录2词汇表；*为必修新增，**为选择性必修新增。
early,,,,gaokao-english,official_curriculum_2020,1,普通高中英语课程标准（2017年版2020年修订）附录2词汇表；*为必修新增，**为选择性必修新增。
earn,,,,gaokao-english,official_curriculum_2020,2,普通高中英语课程标准（2017年版2020年修订）附录2词汇表；*为必修新增，**为选择性必修新增。
earth,,,,gaokao-english,official_curriculum_2020,1,普通高中英语课程标准（2017年版2020年修订）附录2词汇表；*为必修新增，**为选择性必修新增。
earthquake,,,,gaokao-english,official_curriculum_2020,1,普通高中英语课程标准（2017年版2020年修订）附录2词汇表；*为必修新增，**为选择性必修新增。
ease,,,,gaokao-english,official_curriculum_2020,3,普通高中英语课程标准（2017年版2020年修订）附录2词汇表；*为必修新增，**为选择性必修新增。
east,,,,gaokao-english,official_curriculum_2020,1,普通高中英语课程标准（2017年版2020年修订）附录2词汇表；*为必修新增，**为选择性必修新增。
eastern,,,,gaokao-english,official_curriculum_2020,1,普通高中英语课程标准（2017年版2020年修订）附录2词汇表；*为必修新增，**为选择性必修新增。
easy,,,,gaokao-english,official_curriculum_2020,1,普通高中英语课程标准（2017年版2020年修订）附录2词汇表；*为必修新增，**为选择性必修新增。
eat,,,,gaokao-english,official_curriculum_2020,1,普通高中英语课程标准（2017年版2020年修订）附录2词汇表；*为必修新增，**为选择性必修新增。
ecology,,,,gaokao-english,official_curriculum_2020,3,普通高中英语课程标准（2017年版2020年修订）附录2词汇表；*为必修新增，**为选择性必修新增。
economic,,,,gaokao-english,official_curriculum_2020,3,普通高中英语课程标准（2017年版2020年修订）附录2词汇表；*为必修新增，**为选择性必修新增。
edge,,,,gaokao-english,official_curriculum_2020,3,普通高中英语课程标准（2017年版2020年修订）附录2词汇表；*为必修新增，**为选择性必修新增。
editor,,,,gaokao-english,official_curriculum_2020,2,普通高中英语课程标准（2017年版2020年修订）附录2词汇表；*为必修新增，**为选择性必修新增。
education,,,,gaokao-english,official_curriculum_2020,1,普通高中英语课程标准（2017年版2020年修订）附录2词汇表；*为必修新增，**为选择性必修新增。
educator,,,,gaokao-english,official_curriculum_2020,3,普通高中英语课程标准（2017年版2020年修订）附录2词汇表；*为必修新增，**为选择性必修新增。
